bug,loc,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
0,803,Redaktor,1,redaktor.util.Util,13,1,0,18,47,0,17,1,10,0.541666667,1.0,0,0.0,0.2,0,0,60.61538462,5,2.6154
1,367,Redaktor,1,redaktor.web.dispatch.actions.article.EditArticleForm,6,2,0,22,50,0,1,21,2,1.066666667,0.222222222,0,0.857142857,0.5,1,11,58.66666667,3,1.6667
0,3,Redaktor,1,redaktor.web.SessionKeys,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
0,302,Redaktor,1,redaktor.web.dispatch.actions.topic.ShowTopicAction,9,1,0,15,32,0,1,14,6,0.5625,1.0,0,0.0,0.458333333,0,0,32.33333333,3,1.3333
0,520,Redaktor,1,redaktor.web.dispatch.actions.topic.EditTopicAction,13,1,0,13,52,0,1,12,6,0.541666667,1.0,0,0.0,0.291666667,0,0,38.84615385,4,1.4615
0,404,Redaktor,1,redaktor.web.ArticlesManager,15,2,0,14,36,0,8,6,10,0.464285714,1.0,1,0.235294118,0.196428571,1,4,25.8,4,1.7333
0,185,Redaktor,1,redaktor.web.dispatch.actions.session.LoginAction,8,1,0,6,18,0,1,5,6,0.571428571,1.0,0,0.0,0.428571429,0,0,21.875,2,1.25
0,816,Redaktor,1,redaktor.test.TestManagerBean,36,1,0,13,71,0,0,13,34,0.7821428570000001,1.0,6,0.0,0.182857143,0,0,21.44444444,2,1.8611
0,312,Redaktor,1,redaktor.web.dispatch.actions.topic.UnassignTopicAction,9,1,0,11,34,0,1,10,6,0.5625,1.0,0,0.0,0.458333333,0,0,33.44444444,4,1.4444
1,307,Redaktor,1,redaktor.web.dispatch.actions.account.EditAccountForm,5,2,0,23,36,0,1,22,2,1.145833333,0.166666667,0,0.8888888890000001,0.5,1,10,58.0,3,1.2
1,140,Redaktor,1,redaktor.web.dispatch.actions.contact.EditContactForm,4,2,0,11,14,0,1,10,2,1.166666667,0.25,0,0.923076923,0.666666667,1,9,32.0,2,0.75
1,420,Redaktor,1,redaktor.web.dispatch.actions.account.NewAccountForm,4,2,0,25,37,0,1,24,2,1.238095238,0.14285714300000002,0,0.923076923,0.666666667,1,9,100.5,3,1.0
0,123,Redaktor,1,pff.widget.PFFHiddenInputWidget,5,2,0,8,12,0,6,2,3,0.625,1.0,0,0.8125,0.75,1,4,23.2,2,1.0
1,193,Redaktor,1,pff.validation.PFFLengthValidator,5,2,0,10,9,0,8,2,3,0.5625,1.0,0,0.7142857140000001,0.583333333,1,4,36.8,7,1.6
0,199,Redaktor,1,pff.widget.PFFMultipleSelectWidget,9,2,0,6,15,0,3,3,7,0.65,1.0,0,0.65,0.34375,1,4,20.55555556,2,1.4444
0,102,Redaktor,1,pff.widget.PFFSelectWidget,5,2,0,7,11,0,4,3,3,0.583333333,1.0,0,0.8125,0.5,1,4,18.8,2,1.0
0,178,Redaktor,1,redaktor.web.dispatch.actions.article.ArticlesListStyle,7,2,0,3,9,0,1,2,5,0.583333333,1.0,0,0.6875,0.666666667,1,2,24.14285714,5,2.2857
0,324,Redaktor,1,redaktor.web.dispatch.actions.news.CreateNewsAction,11,1,0,12,35,0,1,11,6,0.55,1.0,0,0.0,0.5,0,0,28.27272727,2,1.1818
0,210,Redaktor,1,redaktor.web.dispatch.actions.message.NewMessageForm,5,2,0,12,29,0,1,11,2,1.0,0.4,0,0.8888888890000001,0.75,1,10,40.0,3,1.2
0,537,Redaktor,1,redaktor.web.dispatch.actions.contact.EditContactAction,13,1,0,11,52,0,1,10,6,0.541666667,1.0,0,0.0,0.35,0,0,40.15384615,2,1.3077
0,115,Redaktor,1,redaktor.web.exceptions.BadParamsException,6,3,0,39,11,0,38,1,4,0.6,1.0,0,0.928571429,0.533333333,0,0,17.83333333,1,0.1667
0,83,Redaktor,1,pff.validation.PFFSameValueValidator,4,2,0,6,8,0,3,3,2,0.666666667,0.5,2,0.7142857140000001,0.5555555560000001,2,5,18.75,2,0.75
0,518,Redaktor,1,redaktor.web.dispatch.actions.news.NewsListModel,14,1,0,13,44,0,1,12,9,0.692307692,0.7142857140000001,3,0.0,0.256410256,0,0,35.5,5,1.9286
0,383,Redaktor,1,redaktor.web.dispatch.actions.ActionManager,4,1,0,57,53,0,11,46,2,0.333333333,1.0,0,0.0,0.333333333,0,0,94.25,2,0.75
0,92,Redaktor,1,pff.validation.PFFOtherCommunicatorValidator,4,2,0,5,8,0,3,2,2,1.0,1.0,0,0.7142857140000001,0.666666667,1,4,21.0,4,1.25
0,93,Redaktor,1,pff.validation.PFFSkypeValidator,4,2,0,5,8,0,3,2,2,1.066666667,1.0,0,0.7142857140000001,0.666666667,1,4,21.0,4,1.25
0,819,Redaktor,1,redaktor.redactor.RedactorsManagerBean,14,1,0,13,62,0,0,13,12,0.7692307690000001,1.0,7,0.0,0.323076923,0,0,56.78571429,6,2.8571
0,309,Redaktor,1,redaktor.web.dispatch.actions.profile.ShowProfileAction,9,1,0,20,38,0,1,19,6,0.5625,1.0,0,0.0,0.458333333,0,0,33.11111111,3,1.3333
0,118,Redaktor,1,pff.validation.PFFDateValidator,4,2,0,4,11,0,1,3,2,1.066666667,1.0,0,0.7142857140000001,0.666666667,2,5,27.25,5,1.5
1,529,Redaktor,1,redaktor.web.dispatch.actions.contact.ContactsListModel,14,1,0,8,38,0,1,7,9,0.7142857140000001,0.857142857,3,0.0,0.307692308,0,0,36.28571429,5,2.2143
0,746,Redaktor,1,redaktor.issue.IssuesManagerBean,13,1,0,7,62,0,0,7,11,0.604166667,1.0,1,0.0,0.27777777800000003,0,0,56.07692308,6,2.6154
0,131,Redaktor,1,redaktor.message.MessageState,5,2,0,11,9,0,10,1,2,0.75,0.4,4,0.7857142859999999,0.333333333,1,1,24.2,2,1.0
0,222,Redaktor,1,redaktor.web.dispatch.Dispatcher,5,1,0,6,19,0,0,6,2,1.041666667,0.333333333,0,0.0,0.375,0,0,42.2,1,0.6
0,7,Redaktor,1,redaktor.contact.ContactsManagerLocal,7,1,0,5,7,21,4,1,7,2.0,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0
0,181,Redaktor,1,pff.widget.PFFDateInputWidget,4,2,0,6,12,0,4,2,2,0.666666667,1.0,0,0.8666666670000001,0.666666667,1,4,43.75,4,1.25
0,1,Redaktor,1,redaktor.initialization.InitializationRemote,1,1,0,2,1,0,2,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0
0,5,Redaktor,1,redaktor.web.dispatch.actions.IAction,5,1,0,61,5,10,59,2,5,2.0,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0
