bug,loc,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
0,68,WspomaganiePI,1,raportgen.JavacLauncher,3,1,0,2,11,1,1,1,3,0.5,1.0,0,0.0,0.666666667,0,0,21.33333333,3,1.3333
2,274,WspomaganiePI,1,raportgen.RGProperties,9,1,0,8,28,2,8,0,7,0.55,1.0,0,0.0,0.7222222220000001,0,0,28.88888889,2,1.0
6,992,WspomaganiePI,1,raportgen.Main,32,6,0,27,118,390,15,27,3,0.908113392,0.666666667,11,0.933045356,0.46875,0,0,28.96875,2,1.25
0,21,WspomaganiePI,1,raportgen.Repozytorium,2,1,0,0,3,1,0,0,2,1.0,1.0,0,0.0,0.75,0,0,7.5,1,0.5
2,245,WspomaganiePI,1,raportgen.ManagerEmma,8,6,0,9,57,28,4,8,3,0.8857142859999999,0.8,0,0.98405467,0.35,0,0,29.0,2,1.0
1,387,WspomaganiePI,1,raportgen.JavacCompiler,8,6,0,5,55,26,4,4,3,0.7959183670000001,1.0,0,0.98405467,0.375,0,0,46.5,6,1.5
3,265,WspomaganiePI,1,raportgen.AntGUI,7,6,0,6,51,13,4,4,2,0.685185185,1.0,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143
1,412,WspomaganiePI,1,raportgen.ManagerKodu,12,6,0,7,70,40,4,6,3,0.692307692,0.7692307690000001,2,0.977375566,0.316666667,0,0,32.25,1,0.8333
5,148,WspomaganiePI,1,raportgen.ManagerjUnit,7,6,0,7,35,21,5,5,2,0.833333333,0.5,2,0.98630137,0.428571429,0,0,19.57142857,1,0.8571
0,88,WspomaganiePI,1,raportgen.ManagerMantis,4,6,0,3,23,6,2,2,1,0.666666667,1.0,0,0.993103448,0.5,0,0,20.75,1,0.75
0,14,WspomaganiePI,1,raportgen.Tester,3,1,1,1,4,3,1,0,3,1.0,1.0,0,0.0,0.666666667,0,0,3.0,1,0.6667
2,227,WspomaganiePI,1,raportgen.AntTargetGUI,8,6,0,7,46,18,5,5,3,0.6938775509999999,1.0,2,0.98630137,0.325,0,0,26.5,1,0.75
3,355,WspomaganiePI,1,raportgen.ImProject,4,1,0,8,41,0,2,6,1,0.333333333,1.0,1,0.0,0.625,0,0,85.5,5,2.0
0,103,WspomaganiePI,1,raportgen.Ckjm,2,2,0,2,15,0,1,1,2,0.0,0.0,0,0.666666667,0.75,1,1,50.0,2,1.0
1,251,WspomaganiePI,1,raportgen.About,7,6,0,4,40,21,4,3,2,0.833333333,1.0,0,0.98630137,0.314285714,0,0,33.71428571,1,0.8571
1,639,WspomaganiePI,1,raportgen.ImSVN,7,1,0,18,57,0,1,17,7,0.5,1.0,1,0.0,0.571428571,0,0,90.0,3,1.5714
2,764,WspomaganiePI,1,raportgen.Configure,8,6,0,4,52,18,3,3,1,0.5329670329999999,0.961538462,1,0.98405467,0.5,0,0,91.25,7,1.625
0,432,WspomaganiePI,1,raportgen.ManagerMetryk,8,6,0,6,65,8,4,5,1,0.728571429,0.9,1,0.98405467,0.583333333,0,0,51.75,1,0.875
