bug,loc,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
0,6,SzybkaFucha,1,mextcrm.repository.CompanyDAO,6,1,0,4,6,15,2,2,6,2.0,0.0,0,0.0,0.4,0,0,0.0,1,1.0
0,44,SzybkaFucha,1,mextcrm.service.AddCompany,9,1,0,5,10,28,5,0,9,0.875,1.0,0,0.0,0.7222222220000001,0,0,3.444444444,1,0.8889
0,44,SzybkaFucha,1,mextcrm.service.SearchCompany,9,1,0,7,10,28,7,0,9,0.875,1.0,0,0.0,0.7222222220000001,0,0,3.444444444,1,0.8889
1,35,SzybkaFucha,1,mextcrm.web.DeleteCompanyController,3,1,0,7,11,1,0,7,3,0.75,1.0,1,0.0,0.5,0,0,10.0,1,0.6667
2,147,SzybkaFucha,1,mextcrm.web.EditCompanyController,6,8,0,11,46,3,0,11,5,0.7,1.0,1,0.955357143,0.361111111,2,5,23.16666667,1,0.8333
0,82,SzybkaFucha,1,mextcrm.service.CompanyManagerImp,9,1,0,5,30,0,0,5,9,0.625,1.0,1,0.0,0.26984127,0,0,7.888888888999999,1,0.8889
1,69,SzybkaFucha,1,mextcrm.web.ListUsersController,6,8,0,8,15,3,0,8,6,0.8,1.0,2,0.955357143,0.30952381,1,3,10.0,1,0.8333
2,72,SzybkaFucha,1,mextcrm.web.AddCompanyController,5,8,0,10,21,4,0,10,4,0.75,1.0,1,0.963963964,0.3666666670000001,2,4,13.0,1,0.8
0,7,SzybkaFucha,1,mextcrm.service.CompanyManager,7,1,0,10,7,21,7,3,7,2.0,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0
0,130,SzybkaFucha,1,mextcrm.domain.User,24,1,0,11,29,258,8,3,24,0.971014493,0.833333333,0,0.0,0.34375,0,0,3.916666667,1,0.9583
1,301,SzybkaFucha,1,mextcrm.repository.CompanyDAOImp,7,4,0,12,49,19,0,12,7,0.833333333,1.0,0,0.7142857140000001,0.371428571,0,0,41.85714286,12,3.0
0,84,SzybkaFucha,1,mextcrm.service.AddUser,17,1,0,7,18,120,7,0,17,0.9375,1.0,0,0.0,0.367647059,0,0,3.470588235,1,0.9412
0,130,SzybkaFucha,1,mextcrm.service.AddCompanyValidator,3,1,0,3,13,3,0,3,3,2.0,0.0,0,0.0,0.5,0,0,42.33333333,14,5.0
1,24,SzybkaFucha,1,mextcrm.service.SearchUser,5,1,0,5,6,6,5,0,5,0.75,1.0,0,0.0,0.7,0,0,3.4,1,0.8
2,91,SzybkaFucha,1,mextcrm.web.AddUserController,7,8,0,11,24,9,0,11,7,0.7777777779999999,1.0,2,0.946902655,0.28571428600000004,1,3,11.57142857,1,0.8571
0,69,SzybkaFucha,1,mextcrm.domain.Company,13,1,0,6,16,66,6,0,13,0.94047619,1.0,0,0.0,0.365384615,0,0,3.769230769,1,0.9231
0,29,SzybkaFucha,1,mextcrm.service.MextUserDetailsService,4,1,0,7,7,0,0,7,4,0.333333333,1.0,1,0.0,0.5,0,0,6.0,1,0.75
0,16,SzybkaFucha,1,mextcrm.web.StartController,2,1,0,4,6,1,0,4,2,1.0,1.0,0,0.0,0.666666667,0,0,6.5,1,0.5
1,78,SzybkaFucha,1,mextcrm.web.ProposeUserController,4,8,0,13,23,0,0,13,4,0.666666667,1.0,1,0.972727273,0.375,1,2,18.0,1,0.75
2,203,SzybkaFucha,1,mextcrm.repository.UserDAOImp,4,4,0,11,40,6,0,11,4,2.0,0.0,0,0.833333333,0.4,0,0,49.75,8,3.25
2,3,SzybkaFucha,1,mextcrm.repository.UserDAO,3,1,0,5,3,3,2,3,3,2.0,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0
1,52,SzybkaFucha,1,mextcrm.web.ListCompaniesController,4,8,0,7,13,0,0,7,4,0.666666667,1.0,1,0.972727273,0.4166666670000001,1,3,11.5,1,0.75
2,33,SzybkaFucha,1,mextcrm.service.UserManagerImp,6,1,0,5,10,0,0,5,6,0.2,1.0,1,0.0,0.305555556,0,0,4.333333333,1,0.8333
2,3,SzybkaFucha,1,mextcrm.service.UserManager,3,1,0,8,3,3,5,3,3,2.0,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0
2,158,SzybkaFucha,1,mextcrm.service.AddUserValidator,3,1,0,3,15,3,0,3,3,2.0,0.0,0,0.0,0.5,0,0,51.66666667,17,6.0
