bug,loc,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
0,170,KalkulatorDiety,1,tests.MockProductDiaryEntryIndex,54,1,3,13,56,1411,4,9,54,0.924528302,0.0,1,0.0,0.140432099,0,0,2.12962963,2,0.9815
1,220,KalkulatorDiety,1,gui.ProductAddScreen,2,4,0,4,17,0,1,3,2,0.0,1.0,1,0.983870968,0.75,0,0,105.5,1,0.5
0,42,KalkulatorDiety,1,gui.MainMenuScreen,1,4,0,1,6,0,1,0,1,2.0,0.0,0,1.0,1.0,0,0,41.0,0,0.0
0,16,KalkulatorDiety,1,database.DatabaseRoot,2,2,0,3,5,1,0,3,2,1.0,0.0,0,1.0,0.75,0,0,6.5,0,0.0
1,138,KalkulatorDiety,1,gui.ProductEditScreen,1,4,0,4,10,0,1,3,1,2.0,1.0,2,1.0,1.0,0,0,129.0,0,0.0
0,232,KalkulatorDiety,1,database.ProductDiary,5,1,0,10,31,0,3,7,5,0.0,1.0,0,0.0,0.3666666670000001,0,0,45.2,1,0.6
2,609,KalkulatorDiety,1,KalkulatorDiety,7,2,0,10,57,9,0,10,2,0.848484848,1.0,10,0.625,0.4,0,0,84.42857143,40,6.4286
0,45,KalkulatorDiety,1,gui.DiaryCalendarScreen,2,4,0,1,10,0,1,0,2,0.0,1.0,0,0.983870968,0.75,0,0,21.0,1,0.5
0,98,KalkulatorDiety,1,tests.MockProductDiaryEntryIterator,7,2,0,4,10,1,2,2,7,0.4166666670000001,0.0,1,0.545454545,0.571428571,1,2,12.71428571,2,0.8571
1,139,KalkulatorDiety,1,gui.DiaryAddScreen,2,4,0,3,23,0,1,2,2,0.2,1.0,2,0.983870968,0.75,0,0,66.0,1,0.5
0,266,KalkulatorDiety,1,tests.ProductDiaryTests,6,3,0,17,35,15,6,17,6,2.0,0.0,0,0.902439024,0.444444444,0,0,43.33333333,3,1.0
0,152,KalkulatorDiety,1,database.ProductDiaryEntry,8,2,0,12,25,0,6,6,7,0.428571429,0.2,2,0.807692308,0.28571428600000004,0,0,17.375,1,0.625
0,98,KalkulatorDiety,1,tests.MockProductIterator,7,2,0,4,9,1,2,2,7,0.4166666670000001,0.0,1,0.545454545,0.571428571,1,2,12.71428571,2,0.8571
0,302,KalkulatorDiety,1,database.ProductList,6,2,0,14,26,0,6,8,6,0.0,1.0,0,0.84,0.4166666670000001,0,0,49.16666667,1,0.6667
0,55,KalkulatorDiety,1,gui.SplashScreen,2,3,0,1,12,1,1,0,1,2.0,0.0,0,0.978723404,0.75,0,0,26.5,1,0.5
1,24,KalkulatorDiety,1,gui.DiaryMenuScreen,1,4,0,1,5,0,1,0,1,2.0,0.0,0,1.0,1.0,0,0,23.0,0,0.0
0,216,KalkulatorDiety,1,tests.MockStorage,69,1,0,25,70,2326,2,23,67,0.965686275,0.0,0,0.0,0.105263158,0,0,2.086956522,2,0.9855
0,148,KalkulatorDiety,1,database.Balance,6,1,0,3,18,0,1,2,6,0.6333333329999999,1.0,1,0.0,0.5,0,0,22.66666667,1,0.8333
0,129,KalkulatorDiety,1,gui.ProductListScreen,4,4,0,2,17,0,1,1,4,0.222222222,1.0,1,0.968253968,0.5,0,0,30.5,1,0.5
0,166,KalkulatorDiety,1,tests.MockProductIndex,54,1,3,13,56,1419,4,9,54,0.943396226,0.0,1,0.0,0.140432099,0,0,2.055555556,2,0.9815
0,4,KalkulatorDiety,1,tests.BalanceTests,1,3,0,1,2,0,0,1,1,2.0,0.0,0,1.0,1.0,0,0,3.0,0,0.0
0,24,KalkulatorDiety,1,gui.ProductMenuScreen,1,4,0,1,5,0,1,0,1,2.0,0.0,0,1.0,1.0,0,0,23.0,0,0.0
0,62,KalkulatorDiety,1,content.ProductTypes,2,1,0,2,3,1,2,0,1,1.0,0.0,0,0.0,1.0,0,0,29.0,0,0.0
0,118,KalkulatorDiety,1,database.Product,5,2,0,10,14,0,7,3,5,0.25,0.0,0,0.875,0.36,0,0,21.4,1,0.6
1,132,KalkulatorDiety,1,gui.DiaryBalanceScreen,5,4,0,3,19,0,1,2,5,0.5,0.0,1,0.938461538,0.45,0,0,25.0,1,0.8
0,23,KalkulatorDiety,1,content.Utility,2,1,0,1,8,1,1,0,2,2.0,0.0,0,0.0,0.5,0,0,10.5,2,1.0
0,394,KalkulatorDiety,1,tests.ProductListTests,7,3,0,18,35,21,7,18,3,2.0,0.0,0,0.880952381,0.428571429,0,0,55.28571429,5,1.7143
